id,entity_id,hgnc_status,hgnc_id,entrez_id,ensembl_id,data_source_id,locus_group_id,locus_type_id
29632,29632,Approved,HGNC:21352,442216.0,ENSG00000060303,1,3,3
29633,29633,Approved,HGNC:36945,391130.0,,1,3,3
29634,29634,Approved,HGNC:35796,100271069.0,ENSG00000232723,1,3,3
29635,29635,Approved,HGNC:36772,100271070.0,ENSG00000226242,1,3,3
29636,29636,Approved,HGNC:36160,100130823.0,ENSG00000248459,1,3,3
29637,29637,Approved,HGNC:36438,100271071.0,ENSG00000235110,1,3,3
29638,29638,Approved,HGNC:36132,100271072.0,ENSG00000244621,1,3,3
29639,29639,Approved,HGNC:35930,442726.0,,1,3,3
29640,29640,Approved,HGNC:36664,100271073.0,ENSG00000224706,1,3,3
29641,29641,Approved,HGNC:35534,100271074.0,ENSG00000243287,1,3,3
29642,29642,Approved,HGNC:35931,100271363.0,ENSG00000239354,1,3,3
29643,29643,Approved,HGNC:36821,402057.0,ENSG00000232346,1,3,3
29644,29644,Approved,HGNC:35647,100271230.0,ENSG00000225758,1,3,3
29645,29645,Approved,HGNC:10401,6222.0,ENSG00000231500,1,1,1
29646,29646,Approved,HGNC:16550,128676.0,ENSG00000225831,1,3,3
29647,29647,Approved,HGNC:19801,326320.0,,1,3,3
29648,29648,Approved,HGNC:36198,100128258.0,,1,3,3
29649,29649,Approved,HGNC:36952,100271075.0,,1,3,3
29650,29650,Approved,HGNC:36287,100131863.0,ENSG00000242299,1,3,3
29651,29651,Approved,HGNC:36028,100271076.0,ENSG00000244048,1,3,3
29652,29652,Approved,HGNC:35874,133790.0,,1,3,3
29653,29653,Approved,HGNC:35956,643627.0,ENSG00000217030,1,3,3
29654,29654,Approved,HGNC:36483,645958.0,ENSG00000220848,1,3,3
29655,29655,Approved,HGNC:35566,729293.0,,1,3,3
29656,29656,Approved,HGNC:36319,100271077.0,,1,3,3
29657,29657,Approved,HGNC:35967,388339.0,ENSG00000230897,1,3,3
29658,29658,Approved,HGNC:36901,100271364.0,ENSG00000243455,1,3,3
29659,29659,Approved,HGNC:36386,100128535.0,ENSG00000214093,1,3,3
29660,29660,Approved,HGNC:10402,6223.0,ENSG00000105372,1,1,1
29661,29661,Approved,HGNC:28749,91582.0,ENSG00000187051,1,1,1
29662,29662,Approved,HGNC:16534,85486.0,ENSG00000214612,1,3,3
29663,29663,Approved,HGNC:17047,85487.0,,1,3,3
29664,29664,Approved,HGNC:23560,728953.0,ENSG00000240463,1,3,3
29665,29665,Approved,HGNC:35778,100132049.0,,1,3,3
29666,29666,Approved,HGNC:35850,100131286.0,,1,3,3
29667,29667,Approved,HGNC:36217,100271078.0,ENSG00000234637,1,3,3
29668,29668,Approved,HGNC:35550,728509.0,ENSG00000228462,1,3,3
29669,29669,Approved,HGNC:10405,6224.0,ENSG00000008988,1,1,1
29670,29670,Approved,HGNC:10408,54025.0,ENSG00000229761,1,3,3
29671,29671,Approved,HGNC:14195,64726.0,ENSG00000219274,1,3,3
29672,29672,Approved,HGNC:10406,6225.0,,1,3,3
29673,29673,Approved,HGNC:10407,6226.0,ENSG00000241907,1,3,3
29674,29674,Approved,HGNC:36367,100270899.0,ENSG00000236888,1,3,3
29675,29675,Approved,HGNC:35629,100270900.0,,1,3,3
29676,29676,Approved,HGNC:35911,100270901.0,,1,3,3
29677,29677,Approved,HGNC:35770,100271079.0,,1,3,3
29678,29678,Approved,HGNC:36472,100271080.0,ENSG00000237162,1,3,3
29679,29679,Approved,HGNC:36800,100271081.0,ENSG00000233971,1,3,3
29680,29680,Approved,HGNC:36084,100271082.0,,1,3,3
29681,29681,Approved,HGNC:36519,100271083.0,ENSG00000237784,1,3,3
29682,29682,Approved,HGNC:36071,100271084.0,ENSG00000228848,1,3,3
29683,29683,Approved,HGNC:36692,440992.0,ENSG00000223803,1,3,3
29684,29684,Approved,HGNC:36340,100271085.0,ENSG00000227523,1,3,3
29685,29685,Approved,HGNC:35851,100271086.0,,1,3,3
29686,29686,Approved,HGNC:35822,100271088.0,,1,3,3
29687,29687,Approved,HGNC:36937,100271231.0,,1,3,3
29688,29688,Approved,HGNC:36503,644309.0,,1,3,3
29689,29689,Approved,HGNC:36674,100271233.0,ENSG00000241942,1,3,3
29690,29690,Approved,HGNC:35993,100271234.0,ENSG00000244295,1,3,3
29691,29691,Approved,HGNC:36379,100271087.0,ENSG00000239218,1,3,3
29692,29692,Approved,HGNC:36146,100271089.0,ENSG00000242399,1,3,3
29693,29693,Approved,HGNC:36283,100271232.0,ENSG00000236862,1,3,3
29694,29694,Approved,HGNC:35866,100271235.0,ENSG00000228375,1,3,3
29695,29695,Approved,HGNC:36980,646660.0,,1,3,3
29696,29696,Approved,HGNC:36154,729927.0,,1,3,3
29697,29697,Approved,HGNC:36452,100271560.0,,1,3,3
29698,29698,Approved,HGNC:36237,100271561.0,,1,3,3
29699,29699,Approved,HGNC:36626,100271562.0,,1,3,3
29700,29700,Approved,HGNC:35767,100271563.0,ENSG00000240925,1,3,3
29701,29701,Approved,HGNC:36444,100129306.0,ENSG00000218198,1,3,3
29702,29702,Approved,HGNC:36725,100271564.0,ENSG00000242085,1,3,3
29703,29703,Approved,HGNC:36668,100271565.0,,1,3,3
29704,29704,Approved,HGNC:36929,100271566.0,,1,3,3
29705,29705,Approved,HGNC:10409,6227.0,ENSG00000171858,1,1,1
29706,29706,Approved,HGNC:56740,128667224.0,ENSG00000273619,1,2,2
29707,29707,Approved,HGNC:36401,100271090.0,ENSG00000229795,1,3,3
29708,29708,Approved,HGNC:36191,100132961.0,ENSG00000230353,1,3,3
29709,29709,Approved,HGNC:36847,100132993.0,,1,3,3
29710,29710,Approved,HGNC:35922,100128912.0,ENSG00000242358,1,3,3
29711,29711,Approved,HGNC:36359,100271236.0,,1,3,3
29712,29712,Approved,HGNC:36317,100271365.0,,1,3,3
29713,29713,Approved,HGNC:35577,100271366.0,ENSG00000234573,1,3,3
29714,29714,Approved,HGNC:39705,100873798.0,ENSG00000223782,1,3,3
29715,29715,Approved,HGNC:10410,6228.0,ENSG00000186468,1,1,1
29716,29716,Approved,HGNC:16043,93948.0,ENSG00000243504,1,3,3
29717,29717,Approved,HGNC:36568,391701.0,ENSG00000213448,1,3,3
29718,29718,Approved,HGNC:35499,100271091.0,ENSG00000244099,1,3,3
29719,29719,Approved,HGNC:36633,100271092.0,ENSG00000240992,1,3,3
29720,29720,Approved,HGNC:35726,100271093.0,ENSG00000242608,1,3,3
29721,29721,Approved,HGNC:36511,100271367.0,ENSG00000241641,1,3,3
29722,29722,Approved,HGNC:43899,100130106.0,ENSG00000239527,1,3,3
29723,29723,Approved,HGNC:35982,653658.0,ENSG00000230629,1,3,3
29724,29724,Approved,HGNC:48341,100419472.0,ENSG00000231586,1,3,3
29725,29725,Approved,HGNC:48342,100419471.0,ENSG00000224203,1,3,3
29726,29726,Approved,HGNC:10411,6229.0,ENSG00000138326,1,1,1
29727,29727,Approved,HGNC:10412,23756.0,ENSG00000236477,1,3,3
29728,29728,Approved,HGNC:19791,326321.0,,1,3,3
29729,29729,Approved,HGNC:19797,326322.0,,1,3,3
29730,29730,Approved,HGNC:35852,729257.0,,1,3,3
29731,29731,Approved,HGNC:36026,100271094.0,,1,3,3
29732,29732,Approved,HGNC:36240,100216339.0,ENSG00000233158,1,3,3
29733,29733,Approved,HGNC:35737,100216342.0,ENSG00000227361,1,3,3
29734,29734,Approved,HGNC:37016,100216336.0,ENSG00000224094,1,3,3
29735,29735,Approved,HGNC:35711,100132496.0,ENSG00000239804,1,3,3
29736,29736,Approved,HGNC:36554,100271097.0,ENSG00000228874,1,3,3
29737,29737,Approved,HGNC:36050,100128519.0,,1,3,3
29738,29738,Approved,HGNC:35623,100271098.0,ENSG00000220237,1,3,3
29739,29739,Approved,HGNC:36805,100216338.0,ENSG00000233190,1,3,3
29740,29740,Approved,HGNC:35744,100128423.0,ENSG00000223688,1,3,3
29741,29741,Approved,HGNC:35665,390107.0,,1,3,3
29742,29742,Approved,HGNC:35542,100216340.0,ENSG00000242634,1,3,3
29743,29743,Approved,HGNC:36348,100216341.0,ENSG00000243988,1,3,3
29744,29744,Approved,HGNC:36745,100271371.0,ENSG00000243925,1,3,3
29745,29745,Approved,HGNC:35683,100130183.0,ENSG00000227008,1,3,3
29746,29746,Approved,HGNC:54883,117751730.0,ENSG00000230249,1,3,3
29747,29747,Approved,HGNC:10413,6230.0,ENSG00000118181,1,1,1
29748,29748,Approved,HGNC:34027,283114.0,,1,3,3
29749,29749,Approved,HGNC:36701,100271100.0,,1,3,3
29750,29750,Approved,HGNC:36073,100271101.0,ENSG00000233416,1,3,3
29751,29751,Approved,HGNC:35669,391539.0,ENSG00000227224,1,3,3
29752,29752,Approved,HGNC:35788,100271102.0,ENSG00000243822,1,3,3
29753,29753,Approved,HGNC:35532,401206.0,,1,3,3
29754,29754,Approved,HGNC:36585,100271103.0,ENSG00000218472,1,3,3
29755,29755,Approved,HGNC:36075,100131196.0,,1,3,3
29756,29756,Approved,HGNC:36936,100271373.0,ENSG00000232142,1,3,3
29757,29757,Approved,HGNC:36078,100271372.0,ENSG00000234735,1,3,3
29758,29758,Approved,HGNC:10414,6231.0,ENSG00000197728,1,1,1
29759,29759,Approved,HGNC:10415,54024.0,,1,3,3
29760,29760,Approved,HGNC:23662,646753.0,ENSG00000233278,1,3,3
29761,29761,Approved,HGNC:23411,441386.0,ENSG00000212829,1,3,3
29762,29762,Approved,HGNC:23775,692146.0,ENSG00000228349,1,3,3
29763,29763,Approved,HGNC:23776,387495.0,ENSG00000224602,1,3,3
29764,29764,Approved,HGNC:31090,392256.0,ENSG00000212994,1,3,3
29765,29765,Approved,HGNC:20077,619443.0,,1,3,3
29766,29766,Approved,HGNC:31329,644191.0,ENSG00000204652,1,3,3
29767,29767,Approved,HGNC:31821,446209.0,,1,3,3
29768,29768,Approved,HGNC:32201,401470.0,,1,3,3
29769,29769,Approved,HGNC:31817,441502.0,ENSG00000196933,1,3,3
29770,29770,Approved,HGNC:35487,100271104.0,,1,3,3
29771,29771,Approved,HGNC:35784,100271106.0,ENSG00000227887,1,3,3
29772,29772,Approved,HGNC:36992,100270902.0,,1,3,3
29773,29773,Approved,HGNC:35680,644928.0,ENSG00000223416,1,3,3
29774,29774,Approved,HGNC:35557,730177.0,,1,3,3
29775,29775,Approved,HGNC:36681,391165.0,,1,3,3
29776,29776,Approved,HGNC:35782,100271108.0,ENSG00000229087,1,3,3
29777,29777,Approved,HGNC:36377,100271110.0,ENSG00000244563,1,3,3
29778,29778,Approved,HGNC:36485,644166.0,ENSG00000224553,1,3,3
29779,29779,Approved,HGNC:36469,100271105.0,ENSG00000242829,1,3,3
29780,29780,Approved,HGNC:36261,100271112.0,ENSG00000242199,1,3,3
29781,29781,Approved,HGNC:36332,100271107.0,,1,3,3
29782,29782,Approved,HGNC:36917,100271113.0,ENSG00000243920,1,3,3
29783,29783,Approved,HGNC:35730,728937.0,,1,3,3
29784,29784,Approved,HGNC:36029,100271109.0,,1,3,3
29785,29785,Approved,HGNC:35636,100271237.0,,1,3,3
29786,29786,Approved,HGNC:36149,643003.0,ENSG00000243538,1,3,3
29787,29787,Approved,HGNC:36456,442158.0,ENSG00000219993,1,3,3
29788,29788,Approved,HGNC:35574,100271111.0,ENSG00000234839,1,3,3
29789,29789,Approved,HGNC:36614,645979.0,ENSG00000235459,1,3,3
29790,29790,Approved,HGNC:35753,389472.0,,1,3,3
29791,29791,Approved,HGNC:36227,100271239.0,,1,3,3
29792,29792,Approved,HGNC:36894,100271114.0,ENSG00000240427,1,3,3
29793,29793,Approved,HGNC:36229,441377.0,ENSG00000242206,1,3,3
29794,29794,Approved,HGNC:36561,100271240.0,,1,3,3
29795,29795,Approved,HGNC:36875,100271238.0,,1,3,3
29796,29796,Approved,HGNC:36406,100129552.0,ENSG00000234192,1,3,3
29797,29797,Approved,HGNC:36958,100128168.0,ENSG00000227586,1,3,3
29798,29798,Approved,HGNC:36906,338611.0,ENSG00000231366,1,3,3
29799,29799,Approved,HGNC:36062,100271567.0,ENSG00000237139,1,3,3
29800,29800,Approved,HGNC:36243,100271568.0,ENSG00000232437,1,3,3
29801,29801,Approved,HGNC:36675,100271571.0,ENSG00000244641,1,3,3
29802,29802,Approved,HGNC:36927,100271569.0,,1,3,3
29803,29803,Approved,HGNC:36944,100271570.0,ENSG00000241765,1,3,3
29804,29804,Approved,HGNC:35807,100271572.0,,1,3,3
29805,29805,Approved,HGNC:36368,400156.0,ENSG00000234354,1,3,3
29806,29806,Approved,HGNC:35519,100271574.0,ENSG00000239438,1,3,3
29807,29807,Approved,HGNC:35514,100271575.0,ENSG00000239365,1,3,3
29808,29808,Approved,HGNC:35615,644934.0,,1,3,3
29809,29809,Approved,HGNC:36254,100271576.0,,1,3,3
29810,29810,Approved,HGNC:36863,100271577.0,ENSG00000242307,1,3,3
29811,29811,Approved,HGNC:35582,728823.0,,1,3,3
29812,29812,Approved,HGNC:36868,100131971.0,ENSG00000224161,1,3,3
29813,29813,Approved,HGNC:36500,100129650.0,ENSG00000239210,1,3,3
29814,29814,Approved,HGNC:35858,100271400.0,ENSG00000226339,1,3,3
29815,29815,Approved,HGNC:36537,100271401.0,ENSG00000236880,1,3,3
29816,29816,Approved,HGNC:36571,729188.0,ENSG00000225071,1,3,3
29817,29817,Approved,HGNC:56982,133039974.0,ENSG00000229169,1,3,3
29818,29818,Approved,HGNC:10416,6232.0,ENSG00000177954,1,1,1
29819,29819,Approved,HGNC:10417,6233.0,ENSG00000143947,1,1,1
29820,29820,Approved,HGNC:17121,103911.0,ENSG00000242692,1,3,3
29821,29821,Approved,HGNC:16572,140752.0,ENSG00000232333,1,3,3
29822,29822,Approved,HGNC:16538,140714.0,ENSG00000226144,1,3,3
29823,29823,Approved,HGNC:19775,326323.0,,1,3,3
29824,29824,Approved,HGNC:36867,100271374.0,ENSG00000231767,1,3,3
29825,29825,Approved,HGNC:36236,100271144.0,ENSG00000224800,1,3,3
29826,29826,Approved,HGNC:35735,728971.0,ENSG00000236549,1,3,3
29827,29827,Approved,HGNC:36361,100271375.0,ENSG00000237483,1,3,3
29828,29828,Approved,HGNC:35630,100271376.0,ENSG00000242706,1,3,3
29829,29829,Approved,HGNC:36570,100271377.0,ENSG00000240974,1,3,3
29830,29830,Approved,HGNC:36126,728590.0,ENSG00000218208,1,3,3
29831,29831,Approved,HGNC:35732,100130446.0,ENSG00000225224,1,3,3
29832,29832,Approved,HGNC:36667,100130300.0,ENSG00000244159,1,3,3
29833,29833,Approved,HGNC:36530,100271378.0,ENSG00000236594,1,3,3
29834,29834,Approved,HGNC:35817,100271379.0,ENSG00000229753,1,3,3
29835,29835,Approved,HGNC:36855,643358.0,ENSG00000224631,1,3,3
29836,29836,Approved,HGNC:36877,392425.0,ENSG00000237490,1,3,3
29837,29837,Approved,HGNC:52299,100419548.0,ENSG00000249851,1,3,3
29838,29838,Approved,HGNC:52298,107985274.0,ENSG00000269228,1,3,3
29839,29839,Approved,HGNC:54884,100128355.0,ENSG00000182888,1,3,3
29840,29840,Approved,HGNC:18476,51065.0,ENSG00000185088,1,1,1
29841,29841,Approved,HGNC:23740,414228.0,ENSG00000223876,1,3,3
29842,29842,Approved,HGNC:31035,654390.0,ENSG00000242088,1,3,3
29843,29843,Approved,HGNC:17445,654365.0,ENSG00000227081,1,3,3
29844,29844,Approved,HGNC:16694,389112.0,ENSG00000234287,1,3,3
29845,29845,Approved,HGNC:36734,100271116.0,ENSG00000238183,1,3,3
29846,29846,Approved,HGNC:36163,100132488.0,ENSG00000228665,1,3,3
29847,29847,Approved,HGNC:35622,100131787.0,ENSG00000225591,1,3,3
29848,29848,Approved,HGNC:36022,653805.0,ENSG00000236439,1,3,3
29849,29849,Approved,HGNC:36964,100131572.0,ENSG00000237749,1,3,3
29850,29850,Approved,HGNC:35961,646233.0,ENSG00000231017,1,3,3
29851,29851,Approved,HGNC:36014,100271115.0,ENSG00000223968,1,3,3
29852,29852,Approved,HGNC:35843,100271117.0,ENSG00000241673,1,3,3
29853,29853,Approved,HGNC:36203,100130070.0,ENSG00000244538,1,3,3
29854,29854,Approved,HGNC:35923,100129279.0,ENSG00000244717,1,3,3
29855,29855,Approved,HGNC:35863,100271118.0,ENSG00000218459,1,3,3
29856,29856,Approved,HGNC:36560,100271119.0,ENSG00000225907,1,3,3
29857,29857,Approved,HGNC:36291,392748.0,ENSG00000237729,1,3,3
29858,29858,Approved,HGNC:36296,100271380.0,ENSG00000233135,1,3,3
29859,29859,Approved,HGNC:36094,100129905.0,ENSG00000234268,1,3,3
29860,29860,Approved,HGNC:36333,100271581.0,ENSG00000240121,1,3,3
29861,29861,Approved,HGNC:35826,100131905.0,ENSG00000240759,1,3,3
29862,29862,Approved,HGNC:36090,100131418.0,ENSG00000241451,1,3,3
29863,29863,Approved,HGNC:35716,100130775.0,ENSG00000239413,1,3,3
29864,29864,Approved,HGNC:37005,100133668.0,ENSG00000240027,1,3,3
29865,29865,Approved,HGNC:36020,100271584.0,ENSG00000239881,1,3,3
29866,29866,Approved,HGNC:36904,100271583.0,ENSG00000240043,1,3,3
29867,29867,Approved,HGNC:36043,100271585.0,ENSG00000244043,1,3,3
29868,29868,Approved,HGNC:36748,100271586.0,ENSG00000243355,1,3,3
29869,29869,Approved,HGNC:36516,100132291.0,ENSG00000240231,1,3,3
29870,29870,Approved,HGNC:56416,127379697.0,ENSG00000270285,1,3,3
29871,29871,Approved,HGNC:10418,6234.0,ENSG00000233927,1,1,1
29872,29872,Approved,HGNC:23561,652980.0,ENSG00000270912,1,3,3
29873,29873,Approved,HGNC:36211,100271120.0,,1,3,3
29874,29874,Approved,HGNC:36589,644862.0,,1,3,3
29875,29875,Approved,HGNC:36208,645899.0,ENSG00000237039,1,3,3
29876,29876,Approved,HGNC:36802,100271121.0,ENSG00000224646,1,3,3
29877,29877,Approved,HGNC:36085,728453.0,,1,3,3
29878,29878,Approved,HGNC:35787,646195.0,ENSG00000227097,1,3,3
29879,29879,Approved,HGNC:36938,100271381.0,ENSG00000226093,1,3,3
29880,29880,Approved,HGNC:36193,650788.0,,1,3,3
29881,29881,Approved,HGNC:10419,6235.0,ENSG00000213741,1,1,1
29882,29882,Approved,HGNC:19783,122449.0,ENSG00000242293,1,3,3
29883,29883,Approved,HGNC:31083,619452.0,ENSG00000239281,1,3,3
29884,29884,Approved,HGNC:31363,642892.0,ENSG00000225770,1,3,3
29885,29885,Approved,HGNC:35908,100271123.0,ENSG00000233946,1,3,3
29886,29886,Approved,HGNC:35584,100271124.0,ENSG00000230777,1,3,3
29887,29887,Approved,HGNC:35718,100270903.0,ENSG00000230451,1,3,3
29888,29888,Approved,HGNC:36594,100128377.0,ENSG00000231622,1,3,3
29889,29889,Approved,HGNC:36915,100132376.0,ENSG00000232238,1,3,3
29890,29890,Approved,HGNC:36913,648343.0,ENSG00000223433,1,3,3
29891,29891,Approved,HGNC:37006,100132037.0,ENSG00000226884,1,3,3
29892,29892,Approved,HGNC:36413,100129902.0,ENSG00000242640,1,3,3
29893,29893,Approved,HGNC:36458,100131173.0,ENSG00000243664,1,3,3
29894,29894,Approved,HGNC:35818,100271122.0,ENSG00000217089,1,3,3
29895,29895,Approved,HGNC:36471,100129599.0,ENSG00000229054,1,3,3
29896,29896,Approved,HGNC:35876,100271241.0,ENSG00000235926,1,3,3
29897,29897,Approved,HGNC:35560,100132499.0,ENSG00000235354,1,3,3
29898,29898,Approved,HGNC:35479,100129379.0,ENSG00000227852,1,3,3
29899,29899,Approved,HGNC:37004,643284.0,,1,3,3
29900,29900,Approved,HGNC:36118,100271383.0,ENSG00000243353,1,3,3
29901,29901,Approved,HGNC:36491,100271587.0,ENSG00000240385,1,3,3
29902,29902,Approved,HGNC:36479,100129542.0,ENSG00000241913,1,3,3
29903,29903,Approved,HGNC:35799,100271384.0,ENSG00000240873,1,3,3
29904,29904,Approved,HGNC:35779,100271588.0,ENSG00000231361,1,3,3
29905,29905,Approved,HGNC:35794,100271589.0,ENSG00000244253,1,3,3
29906,29906,Approved,HGNC:35649,100271590.0,ENSG00000243581,1,3,3
29907,29907,Approved,HGNC:36490,100271591.0,ENSG00000239320,1,3,3
29908,29908,Approved,HGNC:35836,100271592.0,ENSG00000240320,1,3,3
29909,29909,Approved,HGNC:36830,100271402.0,ENSG00000232069,1,3,3
29910,29910,Approved,HGNC:52362,109729145.0,ENSG00000233717,1,3,3
29911,29911,Approved,HGNC:52363,107987273.0,ENSG00000268243,1,3,3
29912,29912,Approved,HGNC:52364,109729124.0,ENSG00000224279,1,3,3
29913,29913,Approved,HGNC:52365,109729158.0,ENSG00000276703,1,3,3
29914,29914,Approved,HGNC:52366,107987018.0,ENSG00000226470,1,3,3
29915,29915,Approved,HGNC:6502,3921.0,ENSG00000168028,1,1,1
29916,29916,Approved,HGNC:36809,388524.0,ENSG00000288920,1,1,1
29917,29917,Approved,HGNC:16560,170529.0,ENSG00000228820,1,3,3
29918,29918,Approved,HGNC:18771,442181.0,ENSG00000237425,1,3,3
29919,29919,Approved,HGNC:19792,158674.0,ENSG00000242952,1,3,3
29920,29920,Approved,HGNC:20018,145259.0,ENSG00000239269,1,3,3
29921,29921,Approved,HGNC:20139,319129.0,ENSG00000243904,1,3,3
29922,29922,Approved,HGNC:31458,414254.0,ENSG00000214629,1,3,3
29923,29923,Approved,HGNC:31461,654506.0,ENSG00000237032,1,3,3
29924,29924,Approved,HGNC:31462,643617.0,ENSG00000230592,1,3,3
29925,29925,Approved,HGNC:31463,653162.0,ENSG00000234618,1,3,3
29926,29926,Approved,HGNC:31460,401638.0,ENSG00000224439,1,3,3
29927,29927,Approved,HGNC:6503,645326.0,ENSG00000237433,1,3,3
29928,29928,Approved,HGNC:6504,387867.0,ENSG00000240087,1,3,3
29929,29929,Approved,HGNC:6505,3923.0,ENSG00000233924,1,3,3
29930,29930,Approved,HGNC:6506,3924.0,ENSG00000233984,1,3,3
29931,29931,Approved,HGNC:31464,220885.0,ENSG00000237506,1,3,3
29932,29932,Approved,HGNC:35478,100270872.0,ENSG00000235145,1,3,3
29933,29933,Approved,HGNC:35707,100270873.0,ENSG00000226855,1,3,3
29934,29934,Approved,HGNC:36106,388707.0,ENSG00000224261,1,3,3
29935,29935,Approved,HGNC:36508,730029.0,ENSG00000183298,1,3,3
29936,29936,Approved,HGNC:35595,127406.0,ENSG00000229871,1,3,3
29937,29937,Approved,HGNC:36928,729079.0,ENSG00000226498,1,3,3
29938,29938,Approved,HGNC:36435,100270874.0,ENSG00000229648,1,3,3
29939,29939,Approved,HGNC:36742,100270875.0,ENSG00000230391,1,3,3
29940,29940,Approved,HGNC:36362,391462.0,ENSG00000235414,1,3,3
29941,29941,Approved,HGNC:36405,129841.0,ENSG00000230384,1,3,3
29942,29942,Approved,HGNC:36195,729209.0,ENSG00000242735,1,3,3
29943,29943,Approved,HGNC:36650,130429.0,ENSG00000233869,1,3,3
29944,29944,Approved,HGNC:35612,391387.0,ENSG00000214484,1,3,3
29945,29945,Approved,HGNC:36680,389141.0,ENSG00000244722,1,3,3
29946,29946,Approved,HGNC:35861,728126.0,,1,3,3
29947,29947,Approved,HGNC:35558,391598.0,ENSG00000234371,1,3,3
29948,29948,Approved,HGNC:50310,402123.0,ENSG00000238075,1,3,3
29949,29949,Approved,HGNC:35556,647158.0,ENSG00000226765,1,3,3
29950,29950,Approved,HGNC:36643,100270876.0,ENSG00000239939,1,3,3
29951,29951,Approved,HGNC:36447,100270916.0,ENSG00000237684,1,3,3
29952,29952,Approved,HGNC:35727,100128888.0,ENSG00000243175,1,3,3
29953,29953,Approved,HGNC:35844,100270915.0,ENSG00000241888,1,3,3
29954,29954,Approved,HGNC:35963,100130676.0,ENSG00000239694,1,3,3
29955,29955,Approved,HGNC:37040,100131161.0,ENSG00000244002,1,3,3
29956,29956,Approved,HGNC:36828,100270917.0,ENSG00000231368,1,3,3
29957,29957,Approved,HGNC:36663,100270918.0,ENSG00000239626,1,3,3
29958,29958,Approved,HGNC:36265,100270919.0,ENSG00000219463,1,3,3
29959,29959,Approved,HGNC:35501,643954.0,ENSG00000216471,1,3,3
29960,29960,Approved,HGNC:36891,652411.0,ENSG00000220773,1,3,3
29961,29961,Approved,HGNC:35857,728562.0,ENSG00000219773,1,3,3
29962,29962,Approved,HGNC:36082,652624.0,ENSG00000213394,1,3,3
29963,29963,Approved,HGNC:36162,389672.0,ENSG00000188856,1,3,3
29964,29964,Approved,HGNC:36646,392262.0,ENSG00000240590,1,3,3
29965,29965,Approved,HGNC:35660,401537.0,ENSG00000226327,1,3,3
29966,29966,Approved,HGNC:35896,644109.0,ENSG00000224776,1,3,3
29967,29967,Approved,HGNC:36224,100271267.0,ENSG00000244131,1,3,3
29968,29968,Approved,HGNC:35752,204010.0,ENSG00000241749,1,3,3
29969,29969,Approved,HGNC:36641,400141.0,ENSG00000214263,1,3,3
29970,29970,Approved,HGNC:36373,642641.0,ENSG00000213621,1,3,3
29971,29971,Approved,HGNC:36921,388122.0,ENSG00000214896,1,3,3
29972,29972,Approved,HGNC:36018,645656.0,ENSG00000284670,1,3,3
29973,29973,Approved,HGNC:35889,390857.0,ENSG00000267524,1,3,3
29974,29974,Approved,HGNC:36957,100271148.0,ENSG00000233071,1,3,3
29975,29975,Approved,HGNC:36331,100271149.0,ENSG00000228965,1,3,3
29976,29976,Approved,HGNC:36760,644464.0,ENSG00000214016,1,3,3
29977,29977,Approved,HGNC:35583,100131469.0,ENSG00000226299,1,3,3
29978,29978,Approved,HGNC:35581,100270755.0,ENSG00000233260,1,3,3
29979,29979,Approved,HGNC:39642,100873797.0,ENSG00000227721,1,3,3
29980,29980,Approved,HGNC:51914,107075109.0,ENSG00000223683,1,3,3
29981,29981,Approved,HGNC:51916,107075110.0,ENSG00000266943,1,3,3
29982,29982,Approved,HGNC:51918,107075111.0,ENSG00000266858,1,3,3
29983,29983,Approved,HGNC:51920,100996520.0,ENSG00000279990,1,3,3
29984,29984,Approved,HGNC:51922,101927158.0,ENSG00000233487,1,3,3
29985,29985,Approved,HGNC:51923,105377595.0,ENSG00000250327,1,3,3
29986,29986,Approved,HGNC:51924,107075249.0,ENSG00000254256,1,3,3
29987,29987,Approved,HGNC:51925,107075112.0,ENSG00000219361,1,3,3
29988,29988,Approved,HGNC:51926,107075250.0,ENSG00000274319,1,3,3
29989,29989,Approved,HGNC:51928,107075113.0,ENSG00000253621,1,3,3
29990,29990,Approved,HGNC:51929,107075114.0,ENSG00000270954,1,3,3
29991,29991,Approved,HGNC:51930,101927006.0,ENSG00000235332,1,3,3
29992,29992,Approved,HGNC:26809,126638.0,ENSG00000215853,1,1,1
29993,29993,Approved,HGNC:30287,57521.0,ENSG00000141564,1,1,1
29994,29994,Approved,HGNC:14173,113000.0,ENSG00000007376,1,1,1
29995,29995,Approved,HGNC:24180,27079.0,ENSG00000166133,1,1,1
29996,29996,Approved,HGNC:28437,285367.0,ENSG00000156990,1,1,1
29997,29997,Approved,HGNC:25898,84881.0,ENSG00000165526,1,1,1
29998,29998,Approved,HGNC:10446,6236.0,ENSG00000166592,1,1,1
29999,29999,Approved,HGNC:16963,10670.0,ENSG00000155876,1,1,1
30000,30000,Approved,HGNC:20242,100462776.0,ENSG00000259046,1,3,3
30001,30001,Approved,HGNC:55445,120766148.0,ENSG00000258633,1,2,2
30002,30002,Approved,HGNC:19901,10325.0,ENSG00000083750,1,1,1
30003,30003,Approved,HGNC:19902,64121.0,ENSG00000116954,1,1,1
30004,30004,Approved,HGNC:55793,105378663.0,ENSG00000228436,1,2,2
30005,30005,Approved,HGNC:19903,58528.0,ENSG00000025039,1,1,1
30006,30006,Approved,HGNC:10447,6237.0,ENSG00000126458,1,1,1
